Seconds,Volts
4.987864E-06, 0.430676
5.047959E-06, 0.4181718
5.108054E-06, 0.4053297
5.168148E-06, 0.39216
5.228243E-06, 0.3786733
5.288338E-06, 0.3648805
5.348433E-06, 0.3507928
5.408528E-06, 0.3364215
5.468622E-06, 0.3217785
5.528717E-06, 0.3068753
5.588812E-06, 0.291724
5.648906E-06, 0.2763371
5.709001E-06, 0.2607267
5.769096E-06, 0.2449056
5.829191E-06, 0.2288865
5.889286E-06, 0.2126824
5.94938E-06, 0.1963066
6.009475E-06, 0.1797719
6.06957E-06, 0.163092
6.129664E-06, 0.1462804
6.189759E-06, 0.1293504
6.249854E-06, 0.1123158
6.309949E-06, 0.09519052
6.370044E-06, 0.07798827
6.430138E-06, 0.06072311
6.490233E-06, 0.04340874
6.550328E-06, 0.02605928
6.610422E-06, 0.008688899
6.670517E-06, -0.00868864
6.730612E-06, -0.02605916
6.790707E-06, -0.04340861
6.850802E-06, -0.06072298
6.910896E-06, -0.07798814
6.970991E-06, -0.09519039
7.031086E-06, -0.1123157
7.09118E-06, -0.1293501
7.151275E-06, -0.1462801
7.21137E-06, -0.1630919
7.271465E-06, -0.1797718
7.33156E-06, -0.1963065
7.391654E-06, -0.2126823
7.451749E-06, -0.2288864
7.511844E-06, -0.2449054
7.571938E-06, -0.2607265
7.632033E-06, -0.2763368
7.692128E-06, -0.2917239
7.752223E-06, -0.3068752
7.812318E-06, -0.3217784
7.872412E-06, -0.3364215
7.932507E-06, -0.3507928
7.992601E-06, -0.3648803
8.052696E-06, -0.3786731
8.112791E-06, -0.3921598
8.172886E-06, -0.4053296
8.232981E-06, -0.4181717
8.293076E-06, -0.4306759
8.35317E-06, -0.442832
8.413264E-06, -0.45463
8.473359E-06, -0.4660606
8.533454E-06, -0.4771146
8.593549E-06, -0.487783
8.653644E-06, -0.4980572
8.713739E-06, -0.5079287
8.773834E-06, -0.5173898
8.833928E-06, -0.5264326
8.894023E-06, -0.53505
8.954117E-06, -0.5432348
9.014212E-06, -0.5509806
9.074307E-06, -0.5582811
9.134402E-06, -0.5651304
9.194497E-06, -0.5715229
9.254592E-06, -0.5774535
9.314686E-06, -0.5829173
9.37478E-06, -0.5879099
9.434875E-06, -0.5924274
9.49497E-06, -0.5964662
9.555065E-06, -0.6000227
9.61516E-06, -0.6030944
9.675255E-06, -0.6056786
9.73535E-06, -0.6077732
9.795444E-06, -0.6093766
9.855539E-06, -0.6104875
9.915633E-06, -0.6111049
9.975728E-06, -0.6112284
1.003582E-05, -0.6108579
1.009592E-05, -0.6099936
1.015601E-05, -0.6086364
1.021611E-05, -0.6067872
1.02762E-05, -0.6044475
1.03363E-05, -0.6016194
1.039639E-05, -0.598305
1.045649E-05, -0.594507
1.051658E-05, -0.5902284
1.057668E-05, -0.5854728
1.063677E-05, -0.5802441
1.069687E-05, -0.5745463
1.075696E-05, -0.5683841
1.081706E-05, -0.5617626
1.087715E-05, -0.5546871
1.093724E-05, -0.5471631
1.099734E-05, -0.539197
1.105743E-05, -0.530795
1.111753E-05, -0.521964
1.117762E-05, -0.5127111
1.123772E-05, -0.5030438
1.129781E-05, -0.4929701
1.135791E-05, -0.4824978
1.1418E-05, -0.4716356
1.14781E-05, -0.4603921
1.153819E-05, -0.4487765
1.159829E-05, -0.4367982
1.165838E-05, -0.4244668
1.171848E-05, -0.4117923
1.177857E-05, -0.3987851
1.183867E-05, -0.3854557
1.189876E-05, -0.3718145
1.195885E-05, -0.3578729
1.201895E-05, -0.343642
1.207904E-05, -0.3291333
1.213914E-05, -0.3143587
1.219923E-05, -0.2993299
1.225933E-05, -0.2840594
1.231942E-05, -0.2685591
1.237952E-05, -0.2528418
1.243961E-05, -0.2369201
1.249971E-05, -0.2208069
1.25598E-05, -0.2045152
1.26199E-05, -0.1880583
1.267999E-05, -0.1714493
1.274009E-05, -0.1547017
1.280018E-05, -0.1378294
1.286028E-05, -0.1208454
1.292037E-05, -0.1037638
1.298047E-05, -0.08659827
1.304056E-05, -0.06936276
1.310066E-05, -0.05207118
1.316075E-05, -0.03473752
1.322084E-05, -0.01737604
1.328094E-05, -2.591166E-07
1.334103E-05, 0.01737552
1.340113E-05, 0.03473726
1.346122E-05, 0.05207093
1.352132E-05, 0.06936251
1.358141E-05, 0.08659802
1.364151E-05, 0.1037635
1.37016E-05, 0.1208452
1.37617E-05, 0.1378289
1.382179E-05, 0.1547015
1.388189E-05, 0.171449
1.394198E-05, 0.188058
1.400208E-05, 0.204515
1.406217E-05, 0.2208066
1.412227E-05, 0.2369199
1.418236E-05, 0.2528413
1.424246E-05, 0.2685587
1.430255E-05, 0.284059
1.436264E-05, 0.2993297
1.442274E-05, 0.3143584
1.448283E-05, 0.3291331
1.454293E-05, 0.3436418
1.460302E-05, 0.3578727
1.466312E-05, 0.3718143
1.472321E-05, 0.3854553
1.478331E-05, 0.3987849
1.48434E-05, 0.4117922
1.49035E-05, 0.4244666
1.496359E-05, 0.436798
1.502369E-05, 0.4487763
1.508378E-05, 0.4603919
1.514388E-05, 0.4716352
1.520397E-05, 0.4824975
1.526407E-05, 0.4929698
1.532416E-05, 0.5030438
1.538426E-05, 0.512711
1.544435E-05, 0.5219637
1.550445E-05, 0.5307949
1.556454E-05, 0.5391967
1.562464E-05, 0.547163
1.568473E-05, 0.5546868
1.574482E-05, 0.5617626
1.580492E-05, 0.568384
1.586501E-05, 0.5745463
1.592511E-05, 0.5802439
1.59852E-05, 0.5854727
1.60453E-05, 0.5902284
1.610539E-05, 0.5945069
1.616549E-05, 0.5983049
1.622558E-05, 0.6016193
1.628568E-05, 0.6044475
1.634577E-05, 0.6067871
1.640587E-05, 0.6086363
1.646596E-05, 0.6099936
1.652606E-05, 0.6108579
1.658615E-05, 0.6112284
1.664625E-05, 0.6111049
1.670634E-05, 0.6104875
1.676643E-05, 0.6093766
1.682653E-05, 0.6077732
1.688662E-05, 0.6056786
1.694672E-05, 0.6030945
1.700681E-05, 0.6000228
1.706691E-05, 0.5964662
1.7127E-05, 0.5924276
1.71871E-05, 0.5879101
1.724719E-05, 0.5829173
1.730729E-05, 0.5774536
1.736738E-05, 0.5715231
1.742748E-05, 0.5651305
1.748757E-05, 0.5582813
1.754767E-05, 0.5509807
1.760776E-05, 0.543235
1.766786E-05, 0.53505
1.772795E-05, 0.5264328
1.778805E-05, 0.5173898
1.784814E-05, 0.5079288
1.790823E-05, 0.4980575
1.796833E-05, 0.4877832
1.802842E-05, 0.477115
1.808852E-05, 0.4660608
1.814861E-05, 0.4546303
1.820871E-05, 0.442832
1.82688E-05, 0.4306761
1.83289E-05, 0.4181721
1.838899E-05, 0.4053298
1.844909E-05, 0.3921602
1.850918E-05, 0.3786733
1.856928E-05, 0.3648807
1.862937E-05, 0.3507928
1.868947E-05, 0.3364218
1.874956E-05, 0.3217788
1.880966E-05, 0.3068754
1.886975E-05, 0.2917244
1.892985E-05, 0.2763371
1.898994E-05, 0.2607269
1.905004E-05, 0.2449056
1.911013E-05, 0.2288867
1.917023E-05, 0.2126824
1.923032E-05, 0.1963067
1.929041E-05, 0.1797723
1.935051E-05, 0.1630921
1.94106E-05, 0.1462806
1.94707E-05, 0.1293504
1.953079E-05, 0.1123161
1.959089E-05, 0.09519052
1.965098E-05, 0.07798852
1.971108E-05, 0.06072297
1.977117E-05, 0.04340886
1.983127E-05, 0.02605967
1.989136E-05, 0.008688895
1.995146E-05, -0.008688381
2.001155E-05, -0.02605916
2.007165E-05, -0.04340835
2.013174E-05, -0.06072298
2.019184E-05, -0.07798801
2.025193E-05, -0.09519
2.031203E-05, -0.1123156
2.037212E-05, -0.1293499
2.043222E-05, -0.1462801
2.049231E-05, -0.1630916
2.05524E-05, -0.1797718
2.06125E-05, -0.1963062
2.067259E-05, -0.2126819
2.073269E-05, -0.2288863
2.079278E-05, -0.2449051
2.085288E-05, -0.2607265
2.091297E-05, -0.2763366
2.097307E-05, -0.2917239
2.103316E-05, -0.3068749
2.109326E-05, -0.3217784
2.115335E-05, -0.3364213
2.121345E-05, -0.3507923
2.127354E-05, -0.3648803
2.133364E-05, -0.3786729
2.139373E-05, -0.3921598
2.145382E-05, -0.4053294
2.151392E-05, -0.4181717
2.157401E-05, -0.4306757
2.163411E-05, -0.442832
2.16942E-05, -0.45463
2.17543E-05, -0.4660605
2.181439E-05, -0.4771146
2.187449E-05, -0.4877829
2.193458E-05, -0.4980572
2.199468E-05, -0.5079286
2.205477E-05, -0.5173898
2.211487E-05, -0.5264325
2.217496E-05, -0.5350497
2.223506E-05, -0.5432348
2.229515E-05, -0.5509805
2.235525E-05, -0.5582811
2.241534E-05, -0.5651303
2.247544E-05, -0.5715229
2.253553E-05, -0.5774534
2.259562E-05, -0.5829172
2.265572E-05, -0.5879099
2.271581E-05, -0.5924274
2.277591E-05, -0.5964662
2.2836E-05, -0.6000227
2.28961E-05, -0.6030944
2.295619E-05, -0.6056785
2.301629E-05, -0.6077732
2.307638E-05, -0.6093765
2.313648E-05, -0.6104874
2.319657E-05, -0.6111049
2.325667E-05, -0.6112284
2.331676E-05, -0.6108579
2.337686E-05, -0.6099937
2.343695E-05, -0.6086364
2.349705E-05, -0.6067872
2.355714E-05, -0.6044475
2.361724E-05, -0.6016194
2.367733E-05, -0.598305
2.373743E-05, -0.594507
2.379752E-05, -0.5902285
2.385762E-05, -0.5854728
2.391771E-05, -0.5802441
2.397781E-05, -0.5745463
2.40379E-05, -0.5683842
2.409799E-05, -0.5617628
2.415809E-05, -0.5546871
2.421818E-05, -0.5471632
2.427828E-05, -0.539197
2.433837E-05, -0.5307951
2.439847E-05, -0.521964
2.445856E-05, -0.5127113
2.451866E-05, -0.5030441
2.457875E-05, -0.4929701
2.463885E-05, -0.482498
2.469894E-05, -0.4716356
2.475904E-05, -0.4603922
2.481913E-05, -0.4487765
2.487923E-05, -0.4367983
2.493932E-05, -0.4244668
2.499942E-05, -0.4117925
2.505951E-05, -0.3987855
2.511961E-05, -0.3854557
2.51797E-05, -0.3718148
2.523979E-05, -0.3578729
2.529989E-05, -0.3436422
2.535998E-05, -0.3291333
2.542008E-05, -0.3143589
2.548017E-05, -0.2993299
2.554027E-05, -0.2840594
2.560036E-05, -0.2685594
2.566046E-05, -0.2528418
2.572055E-05, -0.2369203
2.578065E-05, -0.2208069
2.584074E-05, -0.2045155
2.590084E-05, -0.1880582
2.596093E-05, -0.1714495
2.602103E-05, -0.1547022
2.608112E-05, -0.1378294
2.614122E-05, -0.1208457
2.620131E-05, -0.1037638
2.62614E-05, -0.08659852
2.63215E-05, -0.06936275
2.638159E-05, -0.05207144
2.644169E-05, -0.03473804
2.650178E-05, -0.01737604
2.656188E-05, -5.182333E-07
2.662197E-05, 0.01737553
2.668207E-05, 0.03473701
2.674216E-05, 0.05207093
2.680226E-05, 0.06936225
2.686235E-05, 0.08659802
2.692245E-05, 0.1037633
2.698254E-05, 0.1208447
2.704264E-05, 0.1378289
2.710273E-05, 0.1547012
2.716283E-05, 0.171449
2.722292E-05, 0.1880578
2.728302E-05, 0.204515
2.734311E-05, 0.2208064
2.740321E-05, 0.2369199
2.74633E-05, 0.2528413
2.752339E-05, 0.2685584
2.758349E-05, 0.284059
2.764358E-05, 0.2993294
2.770368E-05, 0.3143584
2.776377E-05, 0.3291329
2.782387E-05, 0.3436418
2.788396E-05, 0.3578725
2.794406E-05, 0.3718139
2.800415E-05, 0.3854553
2.806425E-05, 0.3987847
2.812434E-05, 0.4117922
2.818444E-05, 0.4244664
2.824453E-05, 0.436798
2.830463E-05, 0.4487761
2.836472E-05, 0.4603916
2.842482E-05, 0.4716352
2.848491E-05, 0.4824974
2.854501E-05, 0.4929698
2.86051E-05, 0.5030435
2.86652E-05, 0.512711
2.872529E-05, 0.5219637
2.878539E-05, 0.5307949
2.884548E-05, 0.5391967
2.890557E-05, 0.5471628
2.896567E-05, 0.5546868
2.902576E-05, 0.5617623
2.908586E-05, 0.5683841
2.914595E-05, 0.5745461
2.920605E-05, 0.5802439
2.926614E-05, 0.5854727
2.932624E-05, 0.5902284
2.938633E-05, 0.5945069
2.944643E-05, 0.5983048
2.950652E-05, 0.6016193
2.956662E-05, 0.6044475
2.962671E-05, 0.6067871
2.968681E-05, 0.6086363
2.97469E-05, 0.6099936
2.9807E-05, 0.6108579
2.986709E-05, 0.6112284
2.992719E-05, 0.6111049
2.998728E-05, 0.6104875
3.004737E-05, 0.6093766
3.010747E-05, 0.6077732
3.016756E-05, 0.6056786
3.022766E-05, 0.6030945
3.028775E-05, 0.6000229
3.034785E-05, 0.5964662
3.040794E-05, 0.5924277
3.046804E-05, 0.5879101
3.052813E-05, 0.5829175
3.058823E-05, 0.5774536
3.064832E-05, 0.5715229
3.070842E-05, 0.5651307
3.076851E-05, 0.5582813
3.082861E-05, 0.5509807
3.08887E-05, 0.5432352
3.09488E-05, 0.5350502
3.100889E-05, 0.5264328
3.106899E-05, 0.5173898
3.112908E-05, 0.5079291
3.118917E-05, 0.4980575
3.124927E-05, 0.4877832
3.130936E-05, 0.4771153
3.136946E-05, 0.4660611
3.142955E-05, 0.4546303
3.148965E-05, 0.442832
3.154974E-05, 0.4306765
3.160984E-05, 0.4181721
3.166993E-05, 0.4053298
3.173003E-05, 0.3921598
3.179012E-05, 0.3786737
3.185022E-05, 0.3648807
3.191031E-05, 0.3507928
3.19704E-05, 0.3364222
3.20305E-05, 0.3217788
3.20906E-05, 0.3068754
3.215069E-05, 0.2917239
3.221078E-05, 0.2763376
3.227088E-05, 0.2607269
3.233098E-05, 0.2449056
3.239107E-05, 0.2288872
3.245116E-05, 0.2126829
3.251126E-05, 0.1963067
3.257136E-05, 0.1797718
3.263145E-05, 0.1630926
3.269154E-05, 0.1462806
3.275164E-05, 0.1293504
3.281173E-05, 0.1123166
3.287183E-05, 0.09519103
3.293192E-05, 0.07798852
3.299202E-05, 0.06072297
3.305211E-05, 0.04340938
3.311221E-05, 0.02605967
3.31723E-05, 0.008688891
3.323239E-05, -0.008687858
3.329249E-05, -0.02605864
3.335259E-05, -0.04340836
3.341268E-05, -0.06072299
3.347277E-05, -0.07798749
3.353287E-05, -0.09519001
3.359297E-05, -0.1123156
3.365306E-05, -0.1293494
3.371315E-05, -0.1462796
3.377325E-05, -0.1630916
3.383334E-05, -0.1797718
3.389344E-05, -0.1963057
3.395353E-05, -0.2126819
3.401363E-05, -0.2288863
3.407372E-05, -0.2449056
3.413382E-05, -0.260726
3.419391E-05, -0.2763366
3.425401E-05, -0.2917239
3.43141E-05, -0.3068745
3.43742E-05, -0.3217779
3.443429E-05, -0.3364213
3.449439E-05, -0.3507928
3.455448E-05, -0.3648798
3.461458E-05, -0.3786729
3.467467E-05, -0.3921598
3.473476E-05, -0.405329
3.479486E-05, -0.4181713
3.485495E-05, -0.4306757
3.491505E-05, -0.442832
3.497514E-05, -0.4546296
3.503524E-05, -0.4660605
3.509533E-05, -0.4771146
3.515543E-05, -0.4877826
3.521552E-05, -0.4980569
3.527562E-05, -0.5079286
3.533571E-05, -0.5173898
3.539581E-05, -0.5264322
3.54559E-05, -0.5350497
3.5516E-05, -0.5432348
3.557609E-05, -0.5509807
3.563619E-05, -0.5582809
3.569628E-05, -0.5651303
3.575638E-05, -0.5715229
3.581647E-05, -0.5774532
3.587656E-05, -0.5829172
3.593666E-05, -0.5879099
3.599676E-05, -0.5924276
3.605685E-05, -0.5964661
3.611694E-05, -0.6000227
3.617704E-05, -0.6030944
3.623713E-05, -0.6056784
3.629723E-05, -0.6077731
3.635732E-05, -0.6093765
3.641742E-05, -0.6104875
3.647751E-05, -0.6111049
3.653761E-05, -0.6112284
3.65977E-05, -0.6108579
3.66578E-05, -0.6099937
3.671789E-05, -0.6086364
3.677799E-05, -0.6067872
3.683808E-05, -0.6044475
3.689817E-05, -0.6016195
3.695827E-05, -0.598305
3.701837E-05, -0.594507
3.707846E-05, -0.5902286
3.713855E-05, -0.585473
3.719865E-05, -0.5802441
3.725875E-05, -0.5745463
3.731884E-05, -0.5683844
3.737893E-05, -0.5617628
3.743903E-05, -0.5546871
3.749912E-05, -0.5471635
3.755922E-05, -0.5391972
3.761931E-05, -0.5307951
3.767941E-05, -0.521964
3.77395E-05, -0.5127115
3.77996E-05, -0.5030441
3.785969E-05, -0.4929701
3.791979E-05, -0.4824977
3.797988E-05, -0.4716359
3.803998E-05, -0.4603922
3.810007E-05, -0.4487765
3.816016E-05, -0.4367987
3.822026E-05, -0.4244671
3.828036E-05, -0.4117925
3.834045E-05, -0.3987851
3.840054E-05, -0.3854561
3.846064E-05, -0.3718148
3.852073E-05, -0.3578729
3.858083E-05, -0.3436426
3.864092E-05, -0.3291338
3.870102E-05, -0.3143589
3.876111E-05, -0.2993299
3.882121E-05, -0.2840599
3.88813E-05, -0.2685594
3.89414E-05, -0.2528418
3.900149E-05, -0.2369208
3.906159E-05, -0.2208074
3.912168E-05, -0.2045155
3.918178E-05, -0.1880582
3.924187E-05, -0.17145
3.930197E-05, -0.1547022
3.936206E-05, -0.1378294
3.942216E-05, -0.1208452
3.948225E-05, -0.1037643
3.954234E-05, -0.08659852
3.960244E-05, -0.06936275
3.966253E-05, -0.05207196
3.972263E-05, -0.03473803
3.978272E-05, -0.01737603
3.984282E-05, 1.166826E-08
3.990291E-05, 0.01737501
3.996301E-05, 0.03473701
4.00231E-05, 0.05207093
4.00832E-05, 0.06936172
4.014329E-05, 0.0865975
4.020339E-05, 0.1037633
4.026348E-05, 0.1208452
4.032358E-05, 0.1378284
4.038367E-05, 0.1547012
4.044377E-05, 0.1714491
4.050386E-05, 0.1880573
4.056395E-05, 0.2045145
4.062405E-05, 0.2208064
4.068415E-05, 0.2369199
4.074424E-05, 0.2528408
4.080433E-05, 0.2685584
4.086443E-05, 0.284059
4.092452E-05, 0.299329
4.098462E-05, 0.314358
4.104471E-05, 0.3291329
4.110481E-05, 0.3436418
4.11649E-05, 0.357872
4.1225E-05, 0.3718139
4.128509E-05, 0.3854553
4.134519E-05, 0.3987843
4.140528E-05, 0.4117918
4.146538E-05, 0.4244664
4.152547E-05, 0.436798
4.158556E-05, 0.4487758
4.164566E-05, 0.4603916
4.170576E-05, 0.4716352
4.176585E-05, 0.4824977
4.182594E-05, 0.4929695
4.188604E-05, 0.5030435
4.194614E-05, 0.512711
4.200623E-05, 0.5219635
4.206632E-05, 0.5307946
4.212642E-05, 0.5391967
4.218652E-05, 0.547163
4.224661E-05, 0.5546866
4.23067E-05, 0.5617623
4.23668E-05, 0.5683841
4.242689E-05, 0.5745459
4.248699E-05, 0.5802438
4.254708E-05, 0.5854727
4.260718E-05, 0.5902284
4.266727E-05, 0.5945067
4.272737E-05, 0.5983048
4.278746E-05, 0.6016193
4.284755E-05, 0.6044474
4.290765E-05, 0.6067871
4.296775E-05, 0.6086363
4.302784E-05, 0.6099936
4.308793E-05, 0.6108578
4.314803E-05, 0.6112284
4.320813E-05, 0.6111049
4.326822E-05, 0.6104875
4.332831E-05, 0.6093767
4.338841E-05, 0.6077732
4.34485E-05, 0.6056786
4.35086E-05, 0.6030946
4.356869E-05, 0.6000229
4.362879E-05, 0.5964662
4.368888E-05, 0.5924276
4.374898E-05, 0.5879102
4.380907E-05, 0.5829175
4.386917E-05, 0.5774536
4.392926E-05, 0.5715232
4.398936E-05, 0.5651307
4.404945E-05, 0.5582813
4.410955E-05, 0.5509807
4.416964E-05, 0.5432352
4.422974E-05, 0.5350502
4.428983E-05, 0.5264328
4.434992E-05, 0.5173903
4.441002E-05, 0.5079291
4.447011E-05, 0.4980575
4.453021E-05, 0.4877832
4.45903E-05, 0.4771153
4.46504E-05, 0.4660611
4.471049E-05, 0.4546303
4.477059E-05, 0.4428327
4.483068E-05, 0.4306764
4.489078E-05, 0.4181721
4.495087E-05, 0.4053298
4.501097E-05, 0.3921606
4.507106E-05, 0.3786737
4.513116E-05, 0.3648807
4.519125E-05, 0.3507936
4.525134E-05, 0.3364222
4.531144E-05, 0.3217788
4.537154E-05, 0.3068754
4.543163E-05, 0.2917248
4.549172E-05, 0.2763375
4.555182E-05, 0.2607269
4.561192E-05, 0.2449056
4.567201E-05, 0.2288872
4.57321E-05, 0.2126829
4.57922E-05, 0.1963067
4.585229E-05, 0.1797728
4.591239E-05, 0.1630926
4.597248E-05, 0.1462806
4.603258E-05, 0.1293504
4.609267E-05, 0.1123166
4.615277E-05, 0.09519102
4.621286E-05, 0.07798851
4.627295E-05, 0.06072401
4.633305E-05, 0.04340938
4.639315E-05, 0.02605967
4.645324E-05, 0.008688888
4.651333E-05, -0.008687862
4.657343E-05, -0.02605864
4.663353E-05, -0.04340836
4.669362E-05, -0.06072195
4.675371E-05, -0.0779875
4.681381E-05, -0.09519002
4.687391E-05, -0.1123156
4.6934E-05, -0.1293494
4.699409E-05, -0.1462796
4.705419E-05, -0.1630916
4.711428E-05, -0.1797718
4.717438E-05, -0.1963057
4.723447E-05, -0.2126819
4.729457E-05, -0.2288863
4.735466E-05, -0.2449046
4.741476E-05, -0.260726
4.747485E-05, -0.2763366
4.753495E-05, -0.2917239
4.759504E-05, -0.3068745
4.765514E-05, -0.321778
4.771523E-05, -0.3364213
4.777532E-05, -0.3507919
4.783542E-05, -0.3648799
4.789552E-05, -0.3786729
4.795561E-05, -0.3921598
4.80157E-05, -0.405329
4.80758E-05, -0.4181713
4.813589E-05, -0.4306757
4.819599E-05, -0.4428312
4.825608E-05, -0.4546296
4.831618E-05, -0.4660605
4.837627E-05, -0.4771147
4.843637E-05, -0.4877826
4.849646E-05, -0.4980569
4.855656E-05, -0.5079286
4.861665E-05, -0.5173892
4.867675E-05, -0.5264322
4.873684E-05, -0.5350497
4.879694E-05, -0.5432348
4.885703E-05, -0.5509803
4.891713E-05, -0.5582809
4.897722E-05, -0.5651303
4.903731E-05, -0.5715225
4.909741E-05, -0.5774532
4.91575E-05, -0.5829172
4.92176E-05, -0.5879099
4.927769E-05, -0.5924273
4.933779E-05, -0.5964661
4.939788E-05, -0.6000227
4.945798E-05, -0.6030944
4.951807E-05, -0.6056784
4.957817E-05, -0.6077731
4.963826E-05, -0.6093765
4.969836E-05, -0.6104874
4.975845E-05, -0.6111049
4.981855E-05, -0.6112284
4.987864E-05, -0.6108579
4.993874E-05, -0.6099937
4.999883E-05, -0.6086364
5.005893E-05, -0.6067872
5.011902E-05, -0.6044477
5.017911E-05, -0.6016195
5.023921E-05, -0.598305
5.029931E-05, -0.594507
5.03594E-05, -0.5902286
5.041949E-05, -0.585473
5.047959E-05, -0.5802441
5.053968E-05, -0.5745466
5.059978E-05, -0.5683844
5.065987E-05, -0.5617628
5.071997E-05, -0.5546871
5.078006E-05, -0.5471635
5.084016E-05, -0.5391972
5.090025E-05, -0.5307951
5.096035E-05, -0.521964
5.102044E-05, -0.5127115
5.108054E-05, -0.5030441
5.114063E-05, -0.4929701
5.120072E-05, -0.4824983
5.126082E-05, -0.4716359
5.132092E-05, -0.4603922
5.138101E-05, -0.4487765
5.14411E-05, -0.4367987
5.15012E-05, -0.4244671
5.15613E-05, -0.4117925
5.162139E-05, -0.3987859
5.168148E-05, -0.3854561
5.174158E-05, -0.3718148
5.180167E-05, -0.3578729
5.186177E-05, -0.3436426
5.192186E-05, -0.3291337
5.198196E-05, -0.3143589
5.204205E-05, -0.2993308
5.210215E-05, -0.2840599
5.216224E-05, -0.2685594
5.222234E-05, -0.2528418
5.228243E-05, -0.2369208
5.234253E-05, -0.2208074
5.240262E-05, -0.2045155
5.246271E-05, -0.1880592
5.252281E-05, -0.17145
5.258291E-05, -0.1547022
5.2643E-05, -0.1378294
5.270309E-05, -0.1208462
5.276319E-05, -0.1037643
5.282328E-05, -0.08659852
5.288338E-05, -0.06936379
5.294347E-05, -0.05207196
5.300357E-05, -0.03473803
5.306366E-05, -0.01737603
5.312376E-05, -1.036467E-06
5.318385E-05, 0.01737501
5.324395E-05, 0.03473701
5.330404E-05, 0.05207094
5.336414E-05, 0.06936173
5.342423E-05, 0.08659751
5.348433E-05, 0.1037633
5.354442E-05, 0.1208442
5.360452E-05, 0.1378284
5.366461E-05, 0.1547012
5.372471E-05, 0.1714491
5.37848E-05, 0.1880573
5.384489E-05, 0.2045145
5.390499E-05, 0.2208064
5.396508E-05, 0.2369189
5.402518E-05, 0.2528408
5.408527E-05, 0.2685584
5.414537E-05, 0.284059
5.420546E-05, 0.299329
5.426556E-05, 0.314358
5.432565E-05, 0.3291329
5.438575E-05, 0.3436409
5.444584E-05, 0.3578721
5.450594E-05, 0.3718139
5.456603E-05, 0.3854553
5.462613E-05, 0.3987843
5.468622E-05, 0.4117918
5.474632E-05, 0.4244664
5.480641E-05, 0.436798
5.48665E-05, 0.4487758
5.49266E-05, 0.4603916
5.49867E-05, 0.4716352
5.504679E-05, 0.482497
5.510688E-05, 0.4929695
5.516698E-05, 0.5030435
5.522708E-05, 0.512711
5.528717E-05, 0.5219635
5.534726E-05, 0.5307946
5.540736E-05, 0.5391967
5.546745E-05, 0.5471625
5.552755E-05, 0.5546866
5.558764E-05, 0.5617623
5.564774E-05, 0.5683841
5.570783E-05, 0.5745459
5.576793E-05, 0.5802438
5.582802E-05, 0.5854727
5.588811E-05, 0.5902281
5.594821E-05, 0.5945067
5.600831E-05, 0.5983048
5.60684E-05, 0.6016193
5.612849E-05, 0.6044474
5.618859E-05, 0.6067871
5.624869E-05, 0.6086363
